date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:06:33	429919/429919	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:35:28%20GMT	https://wordpress.com/pricing/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/pricing/index.html	(from https://wordpress.com/)
14:06:33	42073/42073	---M--	200	added ('OK')	image/jpeg	etag:%229fe336fdd0393347%22	https://i1.wp.com/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/testimonials/media/nappstar-success-story.jpg?ssl=1	C:/My%20Web%20Sites/Wordpress%20Clone/i1.wp.com/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/testimonials/media/nappstar-success-storyeb45.jpg	(from https://wordpress.com/)
14:06:33	160238/160238	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:30%20GMT	https://wordpress.com/create-blog/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/create-blog/index.html	(from https://wordpress.com/)
14:06:34	133984/133984	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:33:32%20GMT	https://wordpress.com/domains/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/domains/index.html	(from https://wordpress.com/)
14:06:38	62977/62977	---M--	200	added ('OK')	image/png	etag:%22d5c44d4a006baf70%22	https://i1.wp.com/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/testimonials/media/alexis-kanda-olmstead.png?ssl=1	C:/My%20Web%20Sites/Wordpress%20Clone/i1.wp.com/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/testimonials/media/alexis-kanda-olmsteadeb45.png	(from https://wordpress.com/)
14:06:39	146545/146545	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:34%20GMT	https://wordpress.com/com-vs-org/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/com-vs-org/index.html	(from https://wordpress.com/)
14:06:39	225356/225356	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:33%20GMT	https://wordpress.com/ecommerce/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/ecommerce/index.html	(from https://wordpress.com/)
14:06:44	67810/67810	---M--	200	added ('OK')	image/png	etag:%22de79d1613107786b%22	https://i1.wp.com/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/testimonials/media/ann-morgan.png?ssl=1	C:/My%20Web%20Sites/Wordpress%20Clone/i1.wp.com/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/testimonials/media/ann-morganeb45.png	(from https://wordpress.com/)
14:06:44	115208/115208	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:39%20GMT	https://wordpress.com/p2/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/p2/index.html	(from https://wordpress.com/)
14:06:44	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Aug%202023%2008:36:43%20GMT	http://wordpress.com/themes/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/themes/index.html	(from https://wordpress.com/)
14:06:45	154935/154935	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:32:32%20GMT	https://wordpress.com/features/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/features/index.html	(from https://wordpress.com/)
14:06:45	12366/12366	---M--	200	added ('OK')	image/png	etag:%224b76f66430c944eb%22	https://i1.wp.com/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/vip-pitch/media/vip-logo.png?ssl=1	C:/My%20Web%20Sites/Wordpress%20Clone/i1.wp.com/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/vip-pitch/media/vip-logoeb45.png	(from https://wordpress.com/)
14:06:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Aug%202023%2008:36:31%20GMT	https://wordpress.com/create-website/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/create-website/index.html	(from https://wordpress.com/)
14:06:45	9015/9015	---M--	200	added ('OK')	image/png	etag:%22637dfef8ed07dbd7%22	https://i1.wp.com/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/vip-pitch/media/vip-brands.png?ssl=1	C:/My%20Web%20Sites/Wordpress%20Clone/i1.wp.com/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/vip-pitch/media/vip-brandseb45.png	(from https://wordpress.com/)
14:06:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Aug%202023%2008:36:44%20GMT	https://wordpress.com/install-plugins/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/install-plugins/index.html	(from https://wordpress.com/)
14:06:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Aug%202023%2008:36:45%20GMT	https://wordpress.com/blog	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/blog	(from https://wordpress.com/)
14:06:46	163063/163063	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:45%20GMT	https://wordpress.com/google/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/google/index.html	(from https://wordpress.com/)
14:06:47	147202/147202	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:45%20GMT	https://wordpress.com/website-builder/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/website-builder/index.html	(from https://wordpress.com/)
14:06:48	169766/169766	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:32:19%20GMT	https://wordpress.com/support/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/support/index.html	(from https://wordpress.com/)
14:06:48	132107/132107	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:32:43%20GMT	https://wordpress.com/go/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/go/index.html	(from https://wordpress.com/)
14:06:49	146955/146955	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:32:19%20GMT	https://wordpress.com/blog/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/blog/index.html	(from https://wordpress.com/)
14:06:49	138803/138803	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:32:58%20GMT	https://wordpress.com/business-name-generator/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/business-name-generator/index.html	(from https://wordpress.com/)
14:06:49	109481/109481	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:32:19%20GMT	https://wordpress.com/logo-maker/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/logo-maker/index.html	(from https://wordpress.com/)
14:06:49	124482/124482	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:33:37%20GMT	https://wordpress.com/webinars/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/webinars/index.html	(from https://wordpress.com/)
14:06:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2016%20Aug%202023%2008:36:46%20GMT	https://wordpress.com/go	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/go	(from https://wordpress.com/)
14:06:50	112209/112209	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:49%20GMT	https://wordpress.com/courses/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/courses/index.html	(from https://wordpress.com/)
14:06:50	88861/88861	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:49%20GMT	https://wordpress.com/start/personal/?ref=logged-out-homepage-lp	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/start/personal/index1bad.html	(from https://wordpress.com/)
14:06:52	88857/88857	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:49%20GMT	https://wordpress.com/start/free/?ref=logged-out-homepage-lp	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/start/free/index1bad.html	(from https://wordpress.com/)
14:06:52	127623/127623	---MCZ	200	added ('OK')	application/javascript	etag:W/%22639c83e6-24099%22	https://s1.wp.com/home.logged-out/page-jan-2019/js/bundle.js?v=1671201758	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/home.logged-out/page-jan-2019/js/bundleb1db.js	(from https://wordpress.com/)
14:06:53	88861/88861	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:50%20GMT	https://wordpress.com/start/business/?ref=logged-out-homepage-lp	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/start/business/index1bad.html	(from https://wordpress.com/)
14:06:53	88860/88860	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:49%20GMT	https://wordpress.com/start/premium/?ref=logged-out-homepage-lp	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/start/premium/index1bad.html	(from https://wordpress.com/)
14:06:53	88862/88862	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:51%20GMT	https://wordpress.com/start/ecommerce/?ref=logged-out-homepage-lp	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/start/ecommerce/index1bad.html	(from https://wordpress.com/)
14:06:53	2471/2471	---MCZ	200	added ('OK')	application/javascript	etag:W/6607-1684460922904.3726	https://s1.wp.com/wp-content/themes/h4/landing/marketing/js/affiliate-referrals.js?v=	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/js/affiliate-referralsec92.js	(from https://wordpress.com/)
14:06:55	264585/264585	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:34:29%20GMT	https://wordpress.com/forums/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/forums/index.html	(from https://wordpress.com/)
14:06:55	117022/117022	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:33:27%20GMT	https://wordpress.com/about/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/about/index.html	(from https://wordpress.com/)
14:06:55	429917/429917	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:53%20GMT	https://wordpress.com/pricing/?ref=logged-out-homepage-lp	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/pricing/index1bad.html	(from https://wordpress.com/)
14:06:56	118983/118983	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:32:43%20GMT	https://wordpress.com/tos/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/tos/index.html	(from https://wordpress.com/)
14:06:56	140521/140521	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:55%20GMT	https://wordpress.com/partners/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/partners/index.html	(from https://wordpress.com/)
14:06:56	49651/49651	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:55%20GMT	https://wordpress.com/activity/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/activity/index.html	(from https://wordpress.com/)
14:06:56	50/50	---M--	200	added ('OK')	image/gif	date:Wed,%2016%20Aug%202023%2008:36:54%20GMT	https://pixel.wp.com/g.gif?v=wpcom-no-pv&x_language-switcher=manual-switch-	C:/My%20Web%20Sites/Wordpress%20Clone/pixel.wp.com/g31d0.gif	(from https://wordpress.com/)
14:06:57	43002/43002	---M-Z	200	added ('OK')	application/javascript	etag:%22806f3b1280c1d91:0%22	http://bat.bing.com/bat.js	C:/My%20Web%20Sites/Wordpress%20Clone/bat.bing.com/bat.js	(from https://wordpress.com/)
14:06:58	35417/35417	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2016%20Aug%202023%2008:36:57%20GMT	https://wordpress.com/GET	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/GET	(from https://wordpress.com/)
14:06:58	62722/62722	---MCZ	200	added ('OK')	text/html	date:Wed,%2016%20Aug%202023%2008:36:57%20GMT	https://wordpress.com/advertising-program-optout/	C:/My%20Web%20Sites/Wordpress%20Clone/wordpress.com/advertising-program-optout/index.html	(from https://wordpress.com/)
14:06:58	1466/1466	---MCZ	200	added ('OK')	text/css	etag:W/1488-1684461203000.71	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/css/rtl/index.min-rtl.css?ver=1643628212	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/css/rtl/index.min-rtl37ab.css	(from https://wordpress.com/ar/)
14:06:58	8362/8362	---MCZ	200	added ('OK')	text/css	etag:W/8417-1684465106373.5059	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/header-nav/css/rtl/index.html.min-rtl.css?ver=1655901456	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/header-nav/css/rtl/index.html.min-rtla48d.css	(from https://wordpress.com/ar/)
14:06:59	0/0	---M--	200	added ('OK')	text/css	etag:W/0-1684465075637.1533	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/titles/css/rtl/index.min-rtl.css?ver=1643628212	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/titles/css/rtl/index.min-rtl37ab.css	(from https://wordpress.com/ar/)
14:06:59	0/0	---M--	200	added ('OK')	text/css	etag:W/0-1684461202492.71	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/paragraphs/css/rtl/index.min-rtl.css?ver=1643628212	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/paragraphs/css/rtl/index.min-rtl37ab.css	(from https://wordpress.com/ar/)
14:06:59	1002/1002	---MCZ	200	added ('OK')	text/css	etag:W/1022-1684460922956.3726	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/button/css/rtl/index.min-rtl.css?ver=1643628212	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/button/css/rtl/index.min-rtl37ab.css	(from https://wordpress.com/ar/)
14:06:59	0/0	---M--	200	added ('OK')	text/css	etag:W/0-1684465106361.5059	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/image/css/rtl/index.min-rtl.css?ver=1643628212	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/image/css/rtl/index.min-rtl37ab.css	(from https://wordpress.com/ar/)
14:06:59	475/475	---M--	200	added ('OK')	text/css	etag:W/478-1684461202496.71	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/picture/css/rtl/index.min-rtl.css?ver=1643628212	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/picture/css/rtl/index.min-rtl37ab.css	(from https://wordpress.com/ar/)
14:07:00	0/0	---M--	200	added ('OK')	text/css	etag:W/0-1684465106257.5059	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/div-tree/css/rtl/index.min-rtl.css?ver=1643628212	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/div-tree/css/rtl/index.min-rtl37ab.css	(from https://wordpress.com/ar/)
14:07:00	0/0	---M--	200	added ('OK')	text/css	etag:W/0-1684465106861.5059	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/video/css/rtl/index.min-rtl.css?ver=1643628212	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/video/css/rtl/index.min-rtl37ab.css	(from https://wordpress.com/ar/)
14:07:00	849/849	---MCZ	200	added ('OK')	text/css	etag:W/852-1684461202928.71	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/typed-field/css/rtl/index.min-rtl.css?ver=1674569118	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/typed-field/css/rtl/index.min-rtl1e73.css	(from https://wordpress.com/ar/)
14:07:00	33/33	---M--	200	added ('OK')	text/css	etag:W/34-1684461202476.71	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/item-list/css/rtl/index.min-rtl.css?ver=1670582642	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/item-list/css/rtl/index.min-rtl0b19.css	(from https://wordpress.com/ar/)
14:07:01	617/617	---MCZ	200	added ('OK')	text/css	etag:W/627-1684460923576.3726	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/toggle/css/rtl/index.min-rtl.css?ver=1643628212	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/toggle/css/rtl/index.min-rtl37ab.css	(from https://wordpress.com/ar/)
14:07:01	289/289	---M--	200	added ('OK')	text/css	etag:W/291-1684461202872.71	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/shape/css/rtl/index.min-rtl.css?ver=1643628212	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/shape/css/rtl/index.min-rtl37ab.css	(from https://wordpress.com/ar/)
14:07:01	11823/11823	---MCZ	200	added ('OK')	text/css	etag:W/11848-1684465075293.1533	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/plan/themes/2023-pricing-grid/css/rtl/index.min-rtl.css?ver=1679493590	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/plan/themes/2023-pricing-grid/css/rtl/index.min-rtl39ef.css	(from https://wordpress.com/ar/)
14:07:01	6661/6661	---MCZ	200	added ('OK')	text/css	etag:W/6706-1684460923444.3726	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/plans/themes/2023-pricing-grid/css/rtl/index.min-rtl.css?ver=1679322372	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/plans/themes/2023-pricing-grid/css/rtl/index.min-rtlfe64.css	(from https://wordpress.com/ar/)
14:07:02	2111/2111	---MCZ	200	added ('OK')	text/css	etag:W/2590-1684465075137.1533	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/download-app/css/rtl/index-rtl.css?ver=1668772408	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/download-app/css/rtl/index-rtl2d87.css	(from https://wordpress.com/ar/)
14:07:02	0/0	---M--	200	added ('OK')	text/css	etag:W/1-1684465075193.1533	https://s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/international-discounts-banner/css/rtl/index.min-rtl.css?ver=1643628212	C:/My%20Web%20Sites/Wordpress%20Clone/s1.wp.com/wp-content/themes/h4/landing/marketing/pages/_common/components/international-discounts-banner/css/rtl/index.min-rtl37ab.css	(from https://wordpress.com/ar/)
